Employee Name;Building;Department;SS#;Phone;Status;Hire Date;Month;Years;Benefits; Comp. ;Job Rating;;;;;;
Romero, Randy;Main;Quality Control;918-43-6287;(252) 823-8755;Contract;01/09/1995;September; 25 ;; 63.610 ;5;;;;;;
Rose, Mark;Watson;Quality Assurance;781-47-2289;(252) 850-2926;Full Time;21/08/1996;August; 24 ; R ; 63.050 ;3;;;;;;
Ross, Janice;Main;Professional Training Group;763-51-8183;(252) 258-1491;Full Time;05/05/1996;May; 24 ; DMR ; 69.400 ;5;;;;;;
Roth, Tony;Taft;Project & Contract Services;618-77-5364;(919) 318-2167;Half-Time;31/12/2014;December; 6 ; R ; 48.700 ;3;;;;;;
Rowe, Ken;West;Peptide Chemistry;261-48-6180;(252) 252-3567;Contract;26/09/2006;September; 14 ;; 29.540 ;3;;;;;;
Roy, Margarita;South;Logistics;171-86-8795;(919) 432-3329;Full Time;10/05/1995;May; 25 ; D ; 32.360 ;4;;;;;;
Ruiz, Randall;North;Process Development;489-01-3842;(252) 165-8481;Half-Time;03/04/2005;April; 15 ; R ; 29.005 ;1;;;;;;
Rush, Lateef;North;Quality Control;186-34-6711;(919) 490-0514;Full Time;17/01/2005;January; 16 ; DM ; 71.970 ;4;;;;;;
Russell, Mark;North;Quality Control;287-47-6507;(919) 150-9619;Half-Time;21/11/1997;November; 23 ; DMR ; 19.935 ;1;;;;;;
Ryan, Ryan;North;Peptide Chemistry;468-95-3266;(919) 212-6707;Full Time;02/03/1997;March; 24 ; DMR ; 48.550 ;5;;;;;;
Salazar, Ruben;West;Engineering/Maintenance;126-49-2342;(919) 629-9247;Hourly;07/07/2003;July; 17 ;; 18.500 ;5;;;;;;
Salinas, Jon;Main;Manufacturing;415-29-9442;(252) 140-8985;Full Time;21/06/2013;June; 7 ; DMR ; 69.320 ;3;;;;;;
Sanchez, Greg;North;Process Development;868-12-8171;(252) 504-8978;Full Time;17/07/1997;July; 23 ; D ; 75.370 ;2;;;;;;
Sanders, Troy;North;Quality Control;879-11-4558;(919) 455-7504;Half-Time;12/11/2005;November; 15 ; DMR ; 17.205 ;5;;;;;;
Sandoval, James;Main;Manufacturing;853-26-8713;(919) 271-2826;Full Time;24/03/2002;March; 18 ; DMR ; 60.280 ;1;;;;;;
Santiago, Michael;Main;Manufacturing;930-31-4379;(252) 485-4867;Full Time;19/08/2012;August; 8 ; M ; 71.490 ;5;;;;;;
Santos, Garret;West;Quality Assurance;186-82-1354;(252) 852-7032;Full Time;26/11/1997;November; 23 ; DMR ; 54.270 ;3;;;;;;
Saunders, Corey;Main;Manufacturing;616-41-7564;(919) 180-6180;Contract;06/11/2001;November; 19 ;; 42.150 ;5;;;;;;
Savage, John;Watson;Manufacturing;596-64-1549;(919) 619-4175;Contract;23/04/2004;April; 16 ;; 27.380 ;3;;;;;;
Sawyer, Catherine;North;Project & Contract Services;699-38-6024;(252) 584-2116;Hourly;06/06/2003;June; 17 ;; 16.688 ;3;;;;;;
Schmidt, Michael;West;Quality Control;262-58-5858;(252) 856-6597;Half-Time;12/01/2002;January; 19 ; DM ; 13.690 ;5;;;;;;
Schneider, Gay;Main;Environmental Health/Safety;943-67-1719;(919) 351-7837;Full Time;04/11/2001;November; 19 ; R ; 22.920 ;3;;;;;;
Schroeder, Ben;Main;Logistics;707-55-3376;(919) 419-4193;Full Time;04/11/2000;November; 20 ; D ; 49.260 ;3;;;;;;
Schultz, Norman;Main;Project & Contract Services;214-29-1610;(252) 385-8464;Full Time;19/03/2001;March; 19 ; DMR ; 47.340 ;2;;;;;;
Schwartz, Joseph;Main;Manufacturing;220-78-1349;(252) 518-5281;Contract;14/04/1998;April; 22 ;; 45.770 ;5;;;;;;
Scott, Todd;West;Quality Assurance;221-34-7766;(252) 685-3122;Contract;18/07/2003;July; 17 ;; 59.050 ;4;;;;;;
Sellers, William;North;Engineering/Operations;495-04-2805;(919) 714-6686;Contract;30/12/2014;December; 6 ;; 59.350 ;5;;;;;;
Serrano, Al;Main;Environmental Health/Safety;651-99-5963;(919) 494-4945;Hourly;28/02/2015;February; 6 ;; 27.484 ;4;;;;;;
Sexton, John;Main;Project & Contract Services;456-80-9622;(252) 304-6338;Full Time;29/05/1995;May; 25 ; DMR ; 48.080 ;2;;;;;;
Ramos, Jan;North;Executive Education;694-80-0128;(919) 711-1802;Full Time;02/02/2004;February; 17 ; R ; 61.330 ;1;;;;;;
Shannon, Kevin;Taft;Manufacturing Admin;370-60-8224;(252) 153-5362;Full Time;16/03/2007;March; 14 ; DMR ; 59.140 ;5;;;;;;
Sharp, Janine;North;Quality Assurance;693-05-5639;(919) 586-6887;Full Time;30/09/1995;September; 25 ; DMR ; 53.900 ;5;;;;;;
Shaw, Pat;Watson;Manufacturing;906-32-1388;(252) 791-9826;Contract;07/08/2001;August; 19 ;; 28.260 ;5;;;;;;
Shelton, Donna;North;Project & Contract Services;394-87-6677;(252) 255-1469;Full Time;20/04/2002;April; 18 ; R ; 34.060 ;2;;;;;;
Shepherd, Annie;North;Quality Assurance;331-25-1341;(252) 867-8875;Full Time;25/01/2003;January; 18 ; R ; 70.280 ;3;;;;;;
Sheppard, Curtis;North;Manufacturing;903-61-8594;(919) 473-3288;Full Time;17/06/2008;June; 12 ; DM ; 54.230 ;5;;;;;;
Sherman, Karin;South;Manufacturing;487-81-0878;(919) 455-5389;Full Time;23/01/1998;January; 23 ; R ; 23.330 ;4;;;;;;
Shields, Robert;Main;Manufacturing;527-18-5620;(252) 462-7771;Full Time;16/01/2015;January; 6 ; R ; 35.300 ;5;;;;;;
Short, Timothy;North;Engineering/Maintenance;768-21-5237;(919) 599-3367;Half-Time;06/06/1996;June; 24 ; DM ; 13.800 ;3;;;;;;
Silva, Stephen;West;Operations;895-40-8697;(252) 338-3207;Full Time;30/12/2011;December; 9 ; R ; 47.610 ;4;;;;;;
Simmons, Robert;Taft;Manufacturing;944-79-3994;(252) 572-5646;Full Time;10/01/2000;January; 21 ; DMR ; 24.300 ;3;;;;;;
Simon, Sheila;West;Engineering/Maintenance;676-53-4152;(919) 441-6232;Full Time;07/02/2015;February; 6 ; DMR ; 23.280 ;1;;;;;;
Simpson, Jimmy;South;Manufacturing;969-21-6994;(252) 897-3095;Contract;16/02/2004;February; 17 ;; 25.130 ;5;;;;;;
Sims, Don;South;Quality Assurance;619-45-6809;(919) 686-5606;Half-Time;02/12/2002;December; 18 ; M ; 39.530 ;5;;;;;;
Singleton, David;Main;Manufacturing;962-55-3692;(919) 668-9962;Full Time;15/01/2001;January; 20 ; R ; 86.260 ;3;;;;;;
Skinner, Jason;North;Peptide Chemistry;802-70-0229;(252) 426-4889;Full Time;12/08/1997;August; 23 ; DM ; 87.980 ;1;;;;;;
Richards, Richard;Main;Executive Education;197-78-9466;(919) 147-2895;Contract;19/08/2002;August; 18 ;; 76.020 ;1;;;;;;
Small, Athanasios;North;Major Mfg Projects;771-95-3685;(252) 673-9978;Hourly;05/09/2008;September; 12 ; DMR ; 85.130 ;5;;;;;;
Smith, Koleen;North;Operations;422-95-7475;(252) 427-3090;Full Time;12/05/1998;May; 22 ; R ; 65.250 ;2;;;;;;
Snow, Desiree;South;Manufacturing;312-01-9803;(919) 796-1953;Full Time;19/09/2006;September; 14 ; R ; 25.310 ;4;;;;;;
Snyder, Duane;North;Manufacturing;559-37-6297;(919) 488-8110;Full Time;13/07/2004;July; 16 ; DMR ; 35.820 ;2;;;;;;
Solis, Daniel;Main;Engineering/Maintenance;147-26-1161;(919) 769-2593;Full Time;26/02/2000;February; 21 ; DMR ; 31.910 ;5;;;;;;
Solomon, Michael;Taft;Research/Development;383-61-6821;(252) 498-9537;Full Time;10/05/2015;May; 5 ; DMR ; 46.680 ;1;;;;;;
Soto, Christopher;West;Logistics;932-78-7692;(252) 261-2740;Contract;26/04/1998;April; 22 ;; 64.090 ;2;;;;;;
Sparks, Terri;Main;Peptide Chemistry;797-43-1044;(252) 382-0613;Hourly;01/08/2003;August; 17 ;; 21.668 ;4;;;;;;
Robinson, John;Main;Executive Education;526-18-8716;(252) 723-0063;Contract;29/03/2003;March; 17 ;; 64.470 ;3;;;;;;
Spencer, Boyd;North;Manufacturing;249-92-9042;(252) 579-0872;Full Time;24/08/2010;August; 10 ; DMR ; 61.060 ;5;;;;;;
Stafford, Rhonda;North;Manufacturing;542-65-3222;(919) 370-8610;Contract;06/05/2003;May; 17 ;; 72.520 ;3;;;;;;
Stanley, Eric;North;Professional Training Group;174-48-3231;(919) 673-3291;Full Time;25/08/1995;August; 25 ; DMR ; 40.940 ;3;;;;;;
Steele, Gerald;North;Professional Training Group;285-29-5419;(919) 790-4981;Hourly;28/07/1995;July; 25 ;; 33.232 ;4;;;;;;
Stephens, Bonnie;South;Operations;279-09-7202;(919) 684-4371;Full Time;25/10/1995;October; 25 ; DMR ; 62.740 ;4;;;;;;
Stephenson, Matt;North;Logistics;110-18-4347;(252) 616-6452;Full Time;22/04/2001;April; 19 ; DMR ; 63.780 ;5;;;;;;
Stevens, Andrew;South;Project & Contract Services;451-15-9170;(252) 260-4602;Half-Time;16/11/2002;November; 18 ; DMR ; 31.205 ;2;;;;;;
Stevenson, Michael;West;Audit Services;460-41-2180;(919) 682-2349;Full Time;05/08/2014;August; 6 ; DM ; 51.180 ;3;;;;;;
Stewart, Elizabeth;North;Quality Assurance;351-00-3584;(252) 426-9081;Contract;09/12/2003;December; 17 ;; 53.310 ;5;;;;;;
Stokes, Jonathan;North;Manufacturing;319-44-9613;(252) 345-4032;Full Time;05/04/2004;April; 16 ; M ; 37.760 ;2;;;;;;
Stone, Brian;West;Quality Assurance;288-74-1910;(252) 284-2668;Full Time;03/05/2004;May; 16 ; R ; 67.020 ;1;;;;;;
Strickland, Rajean;Main;Logistics;622-27-4162;(919) 126-4786;Contract;27/12/1999;December; 21 ;; 26.360 ;4;;;;;;
Strong, Lisa;Watson;Peptide Chemistry;917-19-5248;(919) 460-5984;Hourly;09/05/2008;May; 12 ;; 11.044 ;2;;;;;;
Spears, Melanie;Main;Executive Education;690-37-4765;(252) 578-6813;Full Time;25/10/1996;October; 24 ; M ; 82.500 ;5;;;;;;
Summers, Harold;Watson;Manufacturing Admin;380-34-3690;(252) 390-6310;Contract;07/02/2015;February; 6 ;; 61.890 ;2;;;;;;
Sutton, Matthew;West;Quality Assurance;291-27-4360;(252) 456-3177;Full Time;29/07/2003;July; 17 ; R ; 67.407 ;5;;;;;;
Swanson, Vicki;North;Engineering/Maintenance;653-84-3221;(919) 771-3771;Contract;11/03/2014;March; 7 ;; 79.460 ;5;;;;;;
Sweeney, Barbara;North;Operations;157-25-7652;(919) 326-2077;Contract;11/04/2005;April; 15 ;; 50.200 ;4;;;;;;
Tanner, Timothy;North;Manufacturing;399-06-0898;(919) 519-7037;Contract;15/09/2009;September; 11 ;; 37.980 ;4;;;;;;
Tate, Zachary;Main;Quality Assurance;562-49-7973;(252) 411-1882;Full Time;03/08/2001;August; 19 ; DM ; 63.030 ;1;;;;;;
Taylor, Hector;North;Project & Contract Services;349-17-4221;(252) 122-0758;Half-Time;01/08/2003;August; 17 ; DM ; 45.750 ;5;;;;;;
Terry, Karin;Main;Project & Contract Services;358-01-7400;(252) 326-5407;Hourly;23/05/2004;May; 16 ;; 36.052 ;5;;;;;;
Thomas, Shannon;West;Operations;132-01-6163;(252) 772-6916;Half-Time;13/12/2013;December; 7 ; M ; 38.575 ;2;;;;;;
Thompson, John;South;Project & Contract Services;886-33-2647;(252) 669-8101;Full Time;30/05/2008;May; 12 ; DM ; 76.910 ;2;;;;;;
Thornton, Charles;South;Process Development;577-23-9513;(919) 319-9265;Full Time;23/12/2000;December; 20 ; R ; 63.080 ;5;;;;;;
Todd, Steven;Main;Logistics;603-30-1910;(919) 651-4650;Full Time;17/06/1998;June; 22 ; DMR ; 72.900 ;3;;;;;;
Torres, Bruce;North;Environmental Health/Safety;124-20-3063;(919) 222-9885;Half-Time;14/11/2015;November; 5 ; R ; 10.520 ;4;;;;;;
Townsend, Jerry;Watson;Quality Control;616-05-5292;(919) 291-3490;Full Time;29/08/1997;August; 23 ; M ; 32.160 ;3;;;;;;
Tran, Chad;Main;Major Mfg Projects;351-26-8538;(252) 561-0944;Hourly;09/10/2004;October; 16 ; R ; 61.860 ;5;;;;;;
Trevino, Gary;North;Quality Assurance;750-72-2934;(252) 363-1883;Full Time;04/03/2002;March; 19 ; R ; 37.770 ;5;;;;;;
Trujillo, Shawn;West;Manufacturing;436-77-8229;(252) 587-1924;Contract;25/10/2013;October; 7 ;; 60.040 ;5;;;;;;
Tucker, James;Taft;Manufacturing;783-62-4212;(919) 316-4024;Half-Time;22/06/1999;June; 21 ; DM ; 15.260 ;2;;;;;;
Turner, Ray;Main;Manufacturing;468-05-3610;(252) 534-4270;Full Time;26/06/2007;June; 13 ; R ; 69.080 ;3;;;;;;
Tyler, Javier;North;Compliance;682-79-1418;(919) 460-3155;Full Time;02/02/1997;February; 24 ; DMR ; 46.220 ;3;;;;;;
Underwood, Todd;North;Engineering/Maintenance;644-86-2142;(919) 327-4978;Contract;29/08/1999;August; 21 ;; 46.670 ;3;;;;;;
Sullivan, Robert;North;Executive Education;685-95-3695;(919) 675-6847;Full Time;23/05/1997;May; 23 ; R ; 82.760 ;4;;;;;;
Vance, Cheryl;South;Quality Control;643-98-4096;(919) 163-0739;Contract;08/04/1996;April; 24 ;; 26.020 ;5;;;;;;
Vargas, Bryant;North;Process Development;842-77-4592;(252) 734-5539;Hourly;22/03/2009;March; 11 ;; 33.512 ;4;;;;;;
Vasquez, Michael;West;ADC;100-43-2924;(402) 280-4104;Full Time;27/10/2003;October; 17 ; DMR ; 24.550 ;1;;;;;;
Vaughn, Harlon;South;Operations;168-14-7877;(919) 653-0760;Half-Time;23/06/2006;June; 14 ; D ; 15.910 ;3;;;;;;
Vazquez, Kenneth;Watson;Professional Training Group;710-46-0589;(252) 610-4400;Full Time;18/08/1995;August; 25 ; R ; 43.110 ;2;;;;;;
Vega, Alexandra;Taft;Quality Assurance;368-38-5341;(919) 552-6537;Contract;25/04/2006;April; 14 ;; 46.780 ;2;;;;;;
Velasquez, Clint;Main;Manufacturing;501-52-3688;(252) 856-0698;Full Time;14/01/2002;January; 19 ; DMR ; 79.730 ;2;;;;;;
Velez, Letitia;Main;Process Development;617-79-5992;(252) 634-5909;Full Time;20/09/1996;September; 24 ; DMR ; 43.580 ;5;;;;;;
Villarreal, Stephen;North;Quality Control;249-41-6723;(252) 162-8807;Full Time;03/06/2003;June; 17 ; DM ; 64.470 ;5;;;;;;
Vincent, Guy;West;Operations;372-69-3786;(919) 821-1050;Half-Time;20/06/2006;June; 14 ; DM ; 31.110 ;1;;;;;;
Wade, Kevin;South;Process Development;542-21-4575;(252) 217-2913;Full Time;19/10/1999;October; 21 ; DMR ; 87.030 ;3;;;;;;
Wagner, Lynne;North;Quality Assurance;393-97-3492;(252) 286-9792;Half-Time;05/07/2004;July; 16 ; D ; 47.350 ;1;;;;;;
Walker, Mike;North;Quality Control;177-32-4163;(252) 709-1949;Full Time;22/04/2008;April; 12 ; R ; 48.010 ;3;;;;;;
Wall, John;West;Manufacturing;470-93-5648;(919) 205-3579;Contract;19/04/2010;April; 10 ;; 39.680 ;1;;;;;;
Wallace, Timothy;Watson;Manufacturing;135-96-5371;(919) 559-2950;Full Time;26/08/2008;August; 12 ; R ; 30.920 ;5;;;;;;
Walls, Brian;North;Logistics;536-51-6131;(252) 444-2207;Full Time;04/08/2015;August; 5 ; R ; 42.620 ;3;;;;;;
Walsh, Matthew;Main;Logistics;571-82-1715;(252) 710-2355;Full Time;09/04/2002;April; 18 ; R ; 56.870 ;1;;;;;;
Walter, Michael;North;Engineering/Maintenance;333-94-7685;(919) 831-4799;Full Time;16/01/2007;January; 14 ; DM ; 85.880 ;3;;;;;;
Walters, Ann;North;Project & Contract Services;967-03-5612;(252) 884-2613;Full Time;14/04/1998;April; 22 ; D ; 63.440 ;3;;;;;;
Walton, Benjamin;Watson;Project & Contract Services;437-46-0422;(252) 843-9277;Half-Time;22/10/2010;October; 10 ; R ; 10.630 ;3;;;;;;
Ward, Williams;Taft;Logistics;993-86-7417;(252) 233-8778;Full Time;31/08/1997;August; 23 ; R ; 46.340 ;5;;;;;;
Ware, David;West;Manufacturing;313-12-8501;(919) 318-4277;Hourly;15/12/2001;December; 19 ;; 22.472 ;1;;;;;;
Warner, Stephen;North;Research/Development;183-13-5788;(252) 119-8851;Contract;19/11/1997;November; 23 ;; 60.760 ;2;;;;;;
Warren, Jean;West;Engineering/Maintenance;841-91-3875;(252) 251-1732;Contract;19/01/2001;January; 20 ;; 50.550 ;2;;;;;;
Washington, Phillip;Taft;Logistics;212-13-6062;(919) 722-6463;Full Time;30/07/2003;July; 17 ; R ; 82.400 ;2;;;;;;
Waters, Alfred;Watson;Quality Control;971-12-8623;(919) 437-5399;Contract;23/06/2006;June; 14 ;; 25.530 ;3;;;;;;
Watkins, Gary;West;Audit Services;963-02-8490;(252) 438-3168;Full Time;24/08/1996;August; 24 ; DM ; 41.350 ;2;;;;;;
Watson, Christian;West;Manufacturing Admin;292-00-6053;(919) 704-5091;Contract;12/06/2005;June; 15 ;; 74.500 ;4;;;;;;
Watts, Curtis;North;Quality Control;121-17-3068;(919) 677-8600;Full Time;10/11/2015;November; 5 ; DMR ; 46.390 ;5;;;;;;
Weaver, Eric;North;Engineering/Maintenance;571-12-0098;(252) 578-9252;Full Time;19/11/2002;November; 18 ; DMR ; 61.030 ;3;;;;;;
Webb, Jim;West;International Clinical Safety;914-04-1569;(919) 608-2608;Full Time;26/05/2015;May; 5 ; R ; 79.150 ;2;;;;;;
Weber, Larry;North;Logistics;661-39-7587;(919) 612-6835;Contract;16/05/2000;May; 20 ;; 40.560 ;5;;;;;;
Webster, David;South;Manufacturing;575-27-0646;(919) 781-9805;Full Time;08/07/2012;July; 8 ; DMR ; 46.220 ;2;;;;;;
Weeks, Troy;Taft;Professional Training Group;264-96-0848;(919) 501-2757;Contract;03/12/1995;December; 25 ;; 49.070 ;3;;;;;;
Weiss, Marisa;Taft;Process Development;719-16-5738;(919) 575-0692;Contract;02/08/2015;August; 5 ;; 39.440 ;4;;;;;;
Welch, Michael;Main;Engineering/Maintenance;923-66-5952;(252) 529-5649;Full Time;06/11/2000;November; 20 ; M ; 77.350 ;5;;;;;;
Wells, Carlos;North;Operations;424-80-0509;(252) 398-6051;Full Time;14/08/2004;August; 16 ; DMR ; 44.220 ;3;;;;;;
West, Jeffrey;Main;Project & Contract Services;494-75-4997;(919) 561-7115;Contract;12/11/1999;November; 21 ;; 33.120 ;2;;;;;;
Wheeler, Meegan;South;Environmental Health/Safety;313-65-1312;(252) 609-2172;Full Time;07/11/2003;November; 17 ; R ; 68.300 ;5;;;;;;
Whitaker, Jessica;North;Quality Control;891-22-4981;(252) 639-1402;Half-Time;05/04/1998;April; 22 ; D ; 11.230 ;4;;;;;;
White, Daniel;Main;Project & Contract Services;503-03-6433;(919) 245-3666;Full Time;25/05/1996;May; 24 ; M ; 77.740 ;1;;;;;;
Whitehead, Carolyn;North;Quality Assurance;784-06-4156;(919) 335-5152;Full Time;16/10/1996;October; 24 ; DMR ; 54.830 ;1;;;;;;
Wiggins, Frank;North;Manufacturing;635-76-7088;(252) 215-3322;Contract;10/01/2006;January; 15 ;; 68.510 ;5;;;;;;
Wilcox, Robert;Main;Quality Assurance;548-70-4405;(252) 645-8440;Contract;18/06/2004;June; 16 ;; 60.800 ;4;;;;;;
Wiley, Gustavo;Watson;Manufacturing Admin;723-93-0767;(919) 137-5297;Full Time;28/02/2015;February; 6 ; R ; 27.250 ;5;;;;;;
Wilkerson, Claudia;North;Logistics;541-36-5827;(252) 531-7859;Full Time;13/03/2009;March; 12 ; M ; 65.560 ;1;;;;;;
Wilkins, Jesse;Main;Quality Control;657-83-5603;(252) 660-9693;Full Time;26/11/1995;November; 25 ; DMR ; 24.200 ;5;;;;;;
Wilkinson, Gregory;Watson;Quality Assurance;878-90-2154;(919) 115-5509;Half-Time;29/07/1997;July; 23 ; R ; 25.885 ;5;;;;;;
William, William;West;Pharmacokinetics;425-94-3144;(252) 291-1046;Contract;29/12/1998;December; 22 ;; 71.700 ;2;;;;;;
Williams, Scott;Main;Professional Training Group;134-55-7291;(252) 553-6623;Full Time;13/06/1995;June; 25 ; DMR ; 32.600 ;5;;;;;;
Williamson, Sumed;Main;Operations;247-40-6371;(919) 529-9873;Half-Time;07/04/2015;April; 5 ; R ; 20.040 ;3;;;;;;
Willis, Ralph;Main;Quality Control;855-66-3308;(919) 579-7109;Full Time;17/09/1999;September; 21 ; DMR ; 69.510 ;5;;;;;;
Wilson, Jessica;Watson;Engineering/Maintenance;600-45-8368;(919) 728-0453;Half-Time;05/10/2013;October; 7 ; D ; 22.535 ;3;;;;;;
Winters, Shaun;Taft;Manufacturing;100-67-9868;(919) 808-2183;Half-Time;28/10/2002;October; 18 ; DMR ; 48.835 ;5;;;;;;
Wise, Ted;Main;Quality Control;308-31-7457;(919) 272-9524;Full Time;01/03/2016;March; 5 ; DMR ; 23.030 ;4;;;;;;
Wolf, Debbie;North;Project & Contract Services;160-66-2505;(252) 642-7045;Contract;13/07/2007;July; 13 ;; 61.580 ;3;;;;;;
Wolfe, Keith;North;Manufacturing;725-80-1036;(919) 508-9157;Contract;11/04/2003;April; 17 ;; 71.710 ;5;;;;;;
Wong, Dennis;Main;Logistics;407-29-9017;(919) 596-8632;Hourly;04/01/2014;January; 7 ;; 15.744 ;3;;;;;;
Wood, Larry;North;Environmental Health/Safety;405-29-7884;(252) 474-7044;Full Time;02/05/1995;May; 25 ; R ; 69.060 ;1;;;;;;
Woodard, Charles;Watson;ADC;991-65-6720;(252) 813-8394;Full Time;15/10/2012;October; 8 ; M ; 72.830 ;2;;;;;;
Woods, Marcus;Main;Manufacturing;569-70-1716;(252) 746-1285;Half-Time;02/11/2003;November; 17 ; M ; 21.670 ;2;;;;;;
Woodward, Tim;North;Audit Services;533-97-6888;(919) 257-2783;Full Time;09/12/2003;December; 17 ; D ; 47.850 ;1;;;;;;
Wright, Brad;Main;Manufacturing;665-77-3893;(919) 885-7217;Hourly;16/11/2015;November; 5 ;; 28.424 ;4;;;;;;
Wyatt, Kelly;Main;Operations;796-68-5092;(252) 746-9217;Full Time;07/08/2004;August; 16 ; R ; 43.460 ;5;;;;;;
Yates, Doug;Main;Quality Assurance;975-85-7784;(919) 239-0604;Contract;09/02/2005;February; 16 ;; 77.760 ;3;;;;;;
York, Steven;West;Project & Contract Services;151-27-7827;(919) 717-9128;Full Time;10/01/2014;January; 7 ; DMR ; 24.790 ;3;;;;;;
Young, Benjamin;North;Quality Assurance;708-08-2156;(919) 491-9822;Full Time;16/03/2004;March; 17 ; DMR ; 69.200 ;4;;;;;;
Zimmerman, Julian;West;Project & Contract Services;991-22-1095;(919) 463-0903;Full Time;10/01/2001;January; 20 ; D ; 29.760 ;2;;;;;;
